# Aspire.Dashboard.dll

Name: Aspire.Dashboard | Version: 13.4.0-dev | TFM: .NETCoreApp,Version=v8.0 | Arch: AnyCPU | Size: 3.7 MB | Source: File | Modified: 2026-06-27

## Performance Triage

| Member | Root Reach | Shape | Evidence | Fix | Confidence | Loop | IL |
| `Aspire.Dashboard.Api.TelemetryApiService.GetSpans(string[], string, System.Nullable<bool>, System.Nullable<int>, string)` | 1 | capturing-delegate | delegate over a captured receiver or closure | Consumed by a lazy LINQ operator (Where/Select/…): a static local function removes this closure, but the LINQ call still allocates a deferred-query iterator per call — reduced, not eliminated. Replace the query with an explicit loop (or a precomputed index when used for lookups) to remove both. | high |  | `IL_01AF` |
| `Aspire.Dashboard.Api.TelemetryApiService.GetTraces(string[], System.Nullable<bool>, System.Nullable<int>, string)` | 1 | capturing-delegate | delegate over a captured receiver or closure | Consumed by a lazy LINQ operator (Where/Select/…): a static local function removes this closure, but the LINQ call still allocates a deferred-query iterator per call — reduced, not eliminated. Replace the query with an explicit loop (or a precomputed index when used for lookups) to remove both. | high |  | `IL_0154` |
| `Aspire.Dashboard.Authentication.Connection.ConnectionTypeAuthenticationHandler.HandleAuthenticateAsync()` | 1 | instance-method-group-delegate | delegate over an instance method group (binds the receiver) | Each call allocates a delegate that binds the receiver; cache it in a field when the receiver is stable, or use a static method with explicit state. | high |  | `IL_003C` |
| `Aspire.Dashboard.Authentication.Connection.ListenOptionsConnectionTypeExtensions.UseConnectionTypes(Microsoft.AspNetCore.Server.Kestrel.Core.ListenOptions, System.Collections.Generic.IEnumerable<Aspire.Dashboard.Authentication.Connection.ConnectionType>)` | 1 | capturing-delegate | delegate over a captured receiver or closure | Each call allocates a closure delegate; a static local function with explicit state parameters avoids it. | high |  | `IL_0015` |
| `Aspire.Dashboard.Components.AspireMenu.BuildRenderTree(Microsoft.AspNetCore.Components.Rendering.RenderTreeBuilder)` | 1 | instance-method-group-delegate | delegate over an instance method group (binds the receiver) | Each call allocates a delegate that binds the receiver; cache it in a field when the receiver is stable, or use a static method with explicit state. | high |  | `IL_007B` |
| `Aspire.Dashboard.Components.AspireMenu.BuildRenderTree(Microsoft.AspNetCore.Components.Rendering.RenderTreeBuilder)` | 1 | instance-method-group-delegate | delegate over an instance method group (binds the receiver) | Each call allocates a delegate that binds the receiver; cache it in a field when the receiver is stable, or use a static method with explicit state. | high |  | `IL_00F1` |
| `Aspire.Dashboard.Components.AspireMenu.BuildRenderTree(Microsoft.AspNetCore.Components.Rendering.RenderTreeBuilder)` | 1 | instance-method-group-delegate | delegate over an instance method group (binds the receiver) | Each call allocates a delegate that binds the receiver; cache it in a field when the receiver is stable, or use a static method with explicit state. | high |  | `IL_0105` |
| `Aspire.Dashboard.Components.AspireMenu.RenderMenuItem(Aspire.Dashboard.Model.MenuButtonItem)` | 1 | capturing-delegate | delegate over a captured receiver or closure | Each call allocates a closure delegate; a static local function with explicit state parameters avoids it. | high |  | `IL_00C6` |
| `Aspire.Dashboard.Components.AspireMenu.RenderNestedItems(Aspire.Dashboard.Model.MenuButtonItem)` | 1 | capturing-delegate | delegate over a captured receiver or closure | Each call allocates a closure delegate; a static local function with explicit state parameters avoids it. | high |  | `IL_003C` |
| `Aspire.Dashboard.Components.AspireMenuButton.BuildRenderTree(Microsoft.AspNetCore.Components.Rendering.RenderTreeBuilder)` | 1 | instance-method-group-delegate | delegate over an instance method group (binds the receiver) | Each call allocates a delegate that binds the receiver; cache it in a field when the receiver is stable, or use a static method with explicit state. | high |  | `IL_0047` |
| `Aspire.Dashboard.Components.AspireMenuButton.BuildRenderTree(Microsoft.AspNetCore.Components.Rendering.RenderTreeBuilder)` | 1 | instance-method-group-delegate | delegate over an instance method group (binds the receiver) | Each call allocates a delegate that binds the receiver; cache it in a field when the receiver is stable, or use a static method with explicit state. | high |  | `IL_00CE` |
| `Aspire.Dashboard.Components.AspireMenuButton.BuildRenderTree(Microsoft.AspNetCore.Components.Rendering.RenderTreeBuilder)` | 1 | instance-method-group-delegate | delegate over an instance method group (binds the receiver) | Each call allocates a delegate that binds the receiver; cache it in a field when the receiver is stable, or use a static method with explicit state. | high |  | `IL_0136` |
| `Aspire.Dashboard.Components.AspireMenuButton.BuildRenderTree(Microsoft.AspNetCore.Components.Rendering.RenderTreeBuilder)` | 1 | instance-method-group-delegate | delegate over an instance method group (binds the receiver) | Each call allocates a delegate that binds the receiver; cache it in a field when the receiver is stable, or use a static method with explicit state. | high |  | `IL_01BE` |
| `Aspire.Dashboard.Components.AssistantChat.BuildRenderTree(Microsoft.AspNetCore.Components.Rendering.RenderTreeBuilder)` | 1 | instance-method-group-delegate | delegate over an instance method group (binds the receiver) | Each call allocates a delegate that binds the receiver; cache it in a field when the receiver is stable, or use a static method with explicit state. | high |  | `IL_0A5D` |
| `Aspire.Dashboard.Components.AssistantChat.BuildRenderTree(Microsoft.AspNetCore.Components.Rendering.RenderTreeBuilder)` | 1 | instance-method-group-delegate | delegate over an instance method group (binds the receiver) | Each call allocates a delegate that binds the receiver; cache it in a field when the receiver is stable, or use a static method with explicit state. | high |  | `IL_0B9A` |
| `Aspire.Dashboard.Components.AssistantChat.BuildRenderTree(Microsoft.AspNetCore.Components.Rendering.RenderTreeBuilder)` | 1 | instance-method-group-delegate | delegate over an instance method group (binds the receiver) | Each call allocates a delegate that binds the receiver; cache it in a field when the receiver is stable, or use a static method with explicit state. | high |  | `IL_0BC5` |
| `Aspire.Dashboard.Components.AssistantChat.WriteForbiddenError()` | 1 | instance-method-group-delegate | delegate over an instance method group (binds the receiver) | Each call allocates a delegate that binds the receiver; cache it in a field when the receiver is stable, or use a static method with explicit state. | high |  | `IL_0007` |
| `Aspire.Dashboard.Components.ChartContainer.BuildRenderTree(Microsoft.AspNetCore.Components.Rendering.RenderTreeBuilder)` | 1 | instance-method-group-delegate | delegate over an instance method group (binds the receiver) | Each call allocates a delegate that binds the receiver; cache it in a field when the receiver is stable, or use a static method with explicit state. | high |  | `IL_02E9` |
| `Aspire.Dashboard.Components.ChartContainer.BuildRenderTree(Microsoft.AspNetCore.Components.Rendering.RenderTreeBuilder)` | 1 | instance-method-group-delegate | delegate over an instance method group (binds the receiver) | Each call allocates a delegate that binds the receiver; cache it in a field when the receiver is stable, or use a static method with explicit state. | high |  | `IL_0331` |
| `Aspire.Dashboard.Components.ChartFilters.BuildRenderTree(Microsoft.AspNetCore.Components.Rendering.RenderTreeBuilder)` | 1 | capturing-delegate | delegate over a captured receiver or closure | Each call allocates a closure delegate; a static local function with explicit state parameters avoids it. | high |  | `IL_00FD` |
| `Aspire.Dashboard.Components.ChartFilters.BuildRenderTree(Microsoft.AspNetCore.Components.Rendering.RenderTreeBuilder)` | 1 | instance-method-group-delegate | delegate over an instance method group (binds the receiver) | Each call allocates a delegate that binds the receiver; cache it in a field when the receiver is stable, or use a static method with explicit state. | high |  | `IL_023A` |
| `Aspire.Dashboard.Components.ChartFilters.OnInitialized()` | 1 | instance-method-group-delegate | delegate over an instance method group (binds the receiver) | Each call allocates a delegate that binds the receiver; cache it in a field when the receiver is stable, or use a static method with explicit state. | high |  | `IL_0012` |
| `Aspire.Dashboard.Components.Controls.Chart.ChartBase.CalculateHistogramValues(System.Collections.Generic.List<Aspire.Dashboard.Otlp.Model.MetricValues.DimensionScope>, int, bool, System.DateTimeOffset, string)` | 1 | capturing-delegate | delegate over a captured receiver or closure | Consumed by a lazy LINQ operator (Where/Select/…): a static local function removes this closure, but the LINQ call still allocates a deferred-query iterator per call — reduced, not eliminated. Replace the query with an explicit loop (or a precomputed index when used for lookups) to remove both. | high |  | `IL_0385` |
| `Aspire.Dashboard.Components.Controls.Chart.ChartBase.OnInitialized()` | 1 | instance-method-group-delegate | delegate over an instance method group (binds the receiver) | Each call allocates a delegate that binds the receiver; cache it in a field when the receiver is stable, or use a static method with explicit state. | high |  | `IL_004C` |
| `Aspire.Dashboard.Components.Controls.Chart.ChartBase.OnInstrumentDataUpdate()` | 1 | instance-method-group-delegate | delegate over an instance method group (binds the receiver) | Each call allocates a delegate that binds the receiver; cache it in a field when the receiver is stable, or use a static method with explicit state. | high |  | `IL_0008` |
| `Aspire.Dashboard.Components.Controls.ClearSignalsButton.OnParametersSet()` | 1 | instance-method-group-delegate | delegate over an instance method group (binds the receiver) | Each call allocates a delegate that binds the receiver; cache it in a field when the receiver is stable, or use a static method with explicit state. | high |  | `IL_0034` |
| `Aspire.Dashboard.Components.Controls.ClearSignalsButton.OnParametersSet()` | 1 | instance-method-group-delegate | delegate over an instance method group (binds the receiver) | Each call allocates a delegate that binds the receiver; cache it in a field when the receiver is stable, or use a static method with explicit state. | high |  | `IL_0087` |
| `Aspire.Dashboard.Components.Controls.ExplainErrorsButton.BuildRenderTree(Microsoft.AspNetCore.Components.Rendering.RenderTreeBuilder)` | 1 | instance-method-group-delegate | delegate over an instance method group (binds the receiver) | Each call allocates a delegate that binds the receiver; cache it in a field when the receiver is stable, or use a static method with explicit state. | high |  | `IL_0089` |
| `Aspire.Dashboard.Components.Controls.ExplainErrorsButton.BuildRenderTree(Microsoft.AspNetCore.Components.Rendering.RenderTreeBuilder)` | 1 | instance-method-group-delegate | delegate over an instance method group (binds the receiver) | Each call allocates a delegate that binds the receiver; cache it in a field when the receiver is stable, or use a static method with explicit state. | high |  | `IL_00B0` |
| `Aspire.Dashboard.Components.Controls.FluentIconSwitch.BuildRenderTree(Microsoft.AspNetCore.Components.Rendering.RenderTreeBuilder)` | 1 | instance-method-group-delegate | delegate over an instance method group (binds the receiver) | Each call allocates a delegate that binds the receiver; cache it in a field when the receiver is stable, or use a static method with explicit state. | high |  | `IL_00C3` |
| `Aspire.Dashboard.Components.Controls.GridValue.BuildRenderTree(Microsoft.AspNetCore.Components.Rendering.RenderTreeBuilder)` | 1 | instance-method-group-delegate | delegate over an instance method group (binds the receiver) | Each call allocates a delegate that binds the receiver; cache it in a field when the receiver is stable, or use a static method with explicit state. | high |  | `IL_02FE` |
